,page,raw_data
61,HKBlindUnion," 曾在直播。
6月20日
  ·
歐國盃 A組 最後一場
意大利對威爾斯
直播室有陳𧘲俊同余溢明
56
56
35個回應
7次分享
讚好
回應
分享
35個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
62,HKBlindUnion,"
  · 1:38:00
大聖爺
讚好
 · 回覆 · 6星期
檢視另27則回應
"
63,HKBlindUnion,"
6月20日
  ·
【 歐國盃 意大利 對 威爾斯 (A組)
有陳𧘲俊及余溢明為你提供口述影像評述】
6月21日00:00，歐國盃 丹麥 對 比利時 嘅賽事，賽馬會開聲體體育口述影像服務 邀請到 陳祉俊 Christopher Chan 及 余溢明為視障人士提供即場口述影像評述，記得登入賽馬會「開聲體」體育口述影像服務網台︰https://www.jcspa.hk，一齊「開聲體」歐洲國家盃。
備註︰如果你已經係我哋協進會嘅會員，你只需要使用你嘅會員編號同密碼就可以即時登入使用；如果你仲未係我哋嘅會員，或者你係對口述影像有濃厚興趣嘅公眾人士，歡迎你登記成為我哋嘅「Fans」，一齊透過我哋嘅網台緊貼歐洲國家盃啦。
特別鳴謝 Now Sports  嘅熱心支持，提供比賽嘅環境聲音，再由我哋每場特別邀請嘅評述員實時評述賽事，透過佢哋嘅聲音為大家送上精彩嘅歐國盃賽事直播。
#賽馬會開聲體體育口述影像服務 #香港賽馬會慈善信託基金 #香港失明人協進會 #JCSportsProgrammeswithAudiodescriptionService #體育口述影像 #HongKongBlindUnion #視障球迷 #視障人士 #口述影像 #歐洲國家盃 #EURO2020 #NOWTV #陳祉俊 #余溢明
45
45
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
64,HKBlindUnion," 曾在直播。
6月19日
  ·
47
47
43個回應
8次分享
讚好
回應
分享
43個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
65,HKBlindUnion,"
  · 4:03
繼續一齊睇波傾偈
讚好
 · 回覆 · 6星期
檢視另36則回應
"
66,HKBlindUnion," 曾在直播。
6月19日
  ·
215
215
79個回應
56次分享
讚好
回應
分享
79個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
67,HKBlindUnion,"
  · 5:20
大家一齊傾下計
讚好
 · 回覆 · 6星期
查看更多回應
顯示全部64個回應中的1個
"
68,HKBlindUnion,"
6月19日
  ·
陣間有劉舜文及蘇肇朗為你提供葡萄牙對德國的即時口述影像服務
【歐國盃 19/6 21:00匈 牙 利 對 法 國；
20/6 00:00葡 萄 牙 對 德 國 為你提供口述影像評述】#球迷有福了
6月19日21:00，歐國盃 匈 牙 利 對 法 國 嘅賽事，賽馬會開聲體體育口述影像服務 邀請到 李德能  及 馬啟仁 Keyman 為視障人士提供即場口述影像評述，仲有特別嘉賓 盧覓雪 Michelle Loo 添，記得登入賽馬會「開聲體」體育口述影像服務網台︰https://www.jcspa.hk ， 一齊「開聲體」歐洲國家盃。
接住落嚟仲有6月20日 00:00 葡 萄 牙 對 德 國，會有 劉舜文 laushunman  及 蘇肇朗 發夢做評述員·蘇雞 - 蘇肇朗 Sochick  提供即場口述影像評述，唔好錯過喇! 
備註︰如果你已經係我哋協進會嘅會員，你只需要使用你嘅會員編號同密碼就可以即時登入使用；如果你仲未係我哋嘅會員，或者你係對口述影像有濃厚興趣嘅公眾人士，歡迎你登記成為我哋嘅「Fans」，一齊透過我哋嘅網台緊貼歐洲國家盃啦。
莊陳有 Chong Chan Yau 莊陳有
#賽馬會開聲體體育口述影像服務 #香港賽馬會慈善信託基金 #香港失明人協進會 #JCSportsProgrammeswithAudiodescriptionService #體育口述影像 #HongKongBlindUnion #視障球迷 #視障人士 #口述影像 #歐洲國家盃 #EURO2020 #NOWTV #李德能 #馬啟仁 #盧覓雪 #劉舜文 #蘇肇朗
67
67
1 個回應
10次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
鍾智明
明天唔駛翻工番學，重係父親節，今晚梗係要同 ,爸爸睇波啦
讚好
 · 回覆 · 6星期 · 已編輯
"
69,HKBlindUnion,"
6月18日
  ·
【#電子消費券 視障人士都要有選擇】   
政府今日公佈合資格市民可在7月4日至8月14日以電子或書面登記，消費券將透過四個電子支付工具發放。早前本會收到相關消息後，隨即向 政府資訊科技總監辦公室 Office of the Government Chief Information Officer 表示關注，要求當局必須確保相關營運商提供無障礙網頁及手機應用程式。  
而在我們的測試中，發現 Tap & Go by HKT 拍住賞 在使用上頗為有障礙，期望政府履行承諾，督促各營運商能夠提升手機應用程式無障礙程度，讓視障朋友可選擇自己喜愛的電子消費工具。  ⋯⋯ 查看更多
71
71
2個回應
17次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Sam Sung
網頁版同手機版都唔係冇障礙好友障礙登記唔到消費券冇得選擇
讚好
 · 回覆 · 4星期
作者
"
70,HKBlindUnion,"
Sam Sung 你好，我們會跟進，請留意協進會facebook最新消息：
https://www.facebook.com/126533087401768/posts/4123113661077004/?d=n
讚好
 · 回覆 · 4星期
"
71,HKBlindUnion," 曾在直播。
6月17日
  ·
歐洲國家盃2020 B 組
丹麥 對 比利時
直播室有劉舜文 laushunman同李德能
70
70
71個回應
6次分享
讚好
回應
分享
71個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
72,HKBlindUnion,"
  · 34:44
訓住聽
讚好
 · 回覆 · 7星期
查看更多回應
顯示全部60個回應中的1個"
73,HKBlindUnion,"
德能同舜文已經到左直播室，12點正同大家網台加Facebook 直擊歐國盃B組丹麥對比利時
2
讚好
 · 回覆 · 7星期
"
74,HKBlindUnion,"
6月17日
  ·
「視得其樂」音樂計劃尚餘少量名額 欲報從速！
視障人士音樂發展一站式支援服務有最新消息公佈！計劃正式命名為「視得其樂」，希望透過正規專業音樂培訓，令有音樂潛質的視障朋友能夠在音樂路上走向專業發展，同時獲得無窮樂趣啦！「視得其樂」音樂計劃的首輪招生經已順利完成，現尚餘少量培訓名額可供申請。如果你自問有一定程度音樂基礎、想接受專業音樂培訓，未來希望以音樂事業作為目標，例如成為音樂老師或表演者，這個音樂計劃一定好適合你！
參加資格︰
已考取英國皇家音樂學院五級聲樂、鋼琴，或同等資歷的視障人士(請於報名時提供相關資料及證明文件)
參加者會經過兩輪遴選選出，第一次遴選中，需提交一段時限為2-3分鐘的聲樂演唱或鋼琴演奏之視聽錄影片段，由本計劃的顧問委員會甄選出入選第二輪面試的參加者。第二輪面試以面對面形式進行，參加者需即席演唱或演奏一段2-3分鐘的樂曲，並與負責面試的評審委員進行面談。
兩輪遴選均會就參加者的音樂及演出技巧進行評審，聲樂方面的準則為音準、音色、咬字及整體表現；而鋼琴方面的準則為音樂感、左右手協調、聲量控制及整體表現。
截止日期：6月23日（星期三）下午6時，而提交演出錄影片段則於6月25日（星期五）下午6時正截止。
入選的參加者將於7月前收到職員聯絡通知及安排第二輪面試。有興趣報名的朋友請立即把握機會，報名或查詢請致電34991732與職員范小姐Toby聯絡。
計劃簡介：本計劃為期三年，參加者需接受總共三期，每期6個月的定期專業音樂培訓；同時亦有師友計劃提供各方面支援；另外亦會參與演出2場小型及1場大型音樂會以增加演出經驗及向公眾推廣傷健共融。
#香港失明人協進會 #HongKongBlindUnion #視得其樂
#視障人士 #seeingjoyinmusic
=======================
繼續支持協進會工作
https://www.hkbu.org.hk/tc/donation/one-time/index
|| 
Subscribe協進會YouTube Channel ||
https://bit.ly/3mHMDUJ
|| 
Follow 協進會IG||
https://bit.ly/2IRhVad
|| 
香港失明人協進會 #平等 #機會 #獨立 ||
https://www.hkbu.org.hk/
46
46
6次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
75,HKBlindUnion,"
6月16日
  ·
【 盧覓雪 Michelle Loo、李德能、馬啟仁 Keyman 今個周末為你提供足球口述影像旁述!】
好開心，早幾日歐國盃英格蘭對克羅地亞場波，邀請到著名足球評述員李德能及馬啟仁Keyman為我哋提供即場口述影像旁述，好多視障人士同大家一樣睇得好肉緊!
6月19日(星期六)，晚上9點，歐國盃F組法國對匈牙利嘅賽事，更有特別嘉賓盧覓雪一齊同德能、Keyman講波!話說之前盧覓雪喺「 叱咤903 在晴朗的一天出發」開咪話想為視障人士講波，自己又學過電影嘅口述影像喎，我哋梗係唔放過機會，邀請佢加入一齊講波啦! 開場前8點半仲有佢哋喺Facebook同大家傾吓偈！
請即登入賽馬會「開聲體」體育口述影像服務網台https://www.jcspa.hk，加入成為我哋FANS!
備註︰如果你已經係我哋協進會嘅會員，你只需要使用你嘅會員編號同密碼就可以即時登入使用；如果你仲未係我哋嘅會員，或者你係對口述影像有濃厚興趣嘅公眾人士，歡迎你登記成為我哋嘅「Fans」，一齊透過我哋嘅網台緊貼歐洲國家盃啦。
特別鳴謝 Now Sports 嘅熱心支持，提供比賽嘅環境聲音，再由我哋每場特別邀請嘅評述員實時評述賽事，透過佢哋嘅聲音為大家送上精彩嘅歐國盃賽事直播。
賽馬會「開聲體」體育口述影像服務將會透過網台：https://www.jcspa.hk/ 安排最少15場嘅歐洲國家盃賽事聲音直播，同大家一齊「開聲體」歐洲國家盃。
記得密切留意我哋歐國盃其他直播安排喇!
#賽馬會開聲體體育口述影像服務 #香港賽馬會慈善信託基金 #香港失明人協進會 #JCSportsProgrammeswithAudiodescriptionService #體育口述影像 #HongKongBlindUnion #視障球迷 #視障人士 #口述影像 #歐洲國家盃 #EURO2020 #NOWTV #馬啟仁 #李德能 #盧覓雪 莊陳有 Chong Chan Yau Chong Chan Yau
141
141
5個回應
13次分享
讚好
回應
分享
5個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Poon Chun Fung
皇牌 x 晴朗
1
讚好
 · 回覆 · 7星期
檢視另2則回應
"
76,HKBlindUnion,"
6月16日
  ·
【「逍遙行」與你一同輕鬆遊裕民坊】
100個喇！100個喇！100個喇！
我們很高興得到市區重建局及信和集團的支持，讓裕民坊加入賽馬會智能逍遙行計劃，並成為逍遙行的第100個合作場地。而家大家已經可以用逍遙行APP暢遊裕民坊，不論逛商場或尋找等候巴士的位置都可利用APP 內的室內定位及導航功能輕鬆做到。
裕民坊是觀塘市中心的重建項目，設有全港首個冷氣巴士站。希望逍遙行APP可以幫助大家在場內尋找不同地方如店舖、餐廳，以及巴士站! 請密切留意我們的最新消息!
立即下載：https://bit.ly/2SjwZUR
想了解更多「逍遙行」，大家可以登入網頁﹕scw.hkbu.org.hk。
選擇「參與場地名單」，更可以知道目前支援逍遙行嘅室內場地!
【立即下載「逍遙行」】
下載「逍遙行」iOS版本﹕https://apple.co/2TF10fF
下載「逍遙行」Android版本﹕https://bit.ly/2X0Xxdh
「逍遙行」介紹影片﹕https://youtu.be/uALXbYaglpE
圖片（左至右）：
信和物業管理有限公司聯席董事 楊展鵬
香港失明人協進會會長 莊陳有 莊陳有 Chong Chan Yau Chong Chan Yau
市區重建局物業及土地高級經理 羅詠儀
#逍遙行 #賽馬會智能逍遙行計劃 #香港賽馬會慈善信託基金 #室內定位 #室內導航 #香港失明人協進會#HongKongBlindUnion #裕民坊
67
67
7次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
77,HKBlindUnion," 曾在直播。
6月16日
  ·
歐國盃2020 F組
法國對德國
下半場￼￼
24
24
3個回應
6次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
78,HKBlindUnion,"
  · 55:00
https://www.facebook.com/HKBlindUnion/videos/196131435729467
讚好
 · 回覆 · 7星期
查看另 1 則回應
"
79,HKBlindUnion," 曾在直播。
6月16日
  ·
歐國盃2020 F組 法國對德國
上半場
40
40
7個回應
8次分享
讚好
回應
分享
7個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
80,HKBlindUnion,"
  · 17:53
有無睇緊嘅一齊傾下偈？
讚好
 · 回覆 · 7星期
檢視另5則回應
"
81,HKBlindUnion,"
6月16日
  ·
一陣3:00 F組大戰法國對德國，我地同樣會响Facebook 直播賽事嘅口述影像服務俾各位。
今晚有余Sir 余溢明同賽馬會青少年體育記者培訓計劃嘅大師兄蘇雞 蘇𦘦朗 同大家一齊開聲體
￼
￼網台當然繼續有￼: https://www.jcspa.hk/programme/epg/259
"
82,HKBlindUnion,"
6月11日
  ·
【賽馬會「開聲體」體育口述影像服務同大家一齊欣賞歐洲國家盃2020】
歐洲國家盃仲有幾日就開鑼喇，多謝 Now TV  嘅熱心支持，賽馬會「開聲體」體育口述影像服務將會透過我哋嘅網台：https://www.jcspa.hk/ 安排最少15場嘅歐洲國家盃賽事聲音直播，同大家一齊「開聲體」歐洲國家盃。
Now TV ⋯⋯ 查看更多
26
26
1 個回應
2次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
作者
"
83,HKBlindUnion,"
凌晨大家應該好眼瞓，但兩位評述員就好精神
讚好
 · 回覆 · 7星期
"
84,HKBlindUnion,"
6月15日
  ·
【我要真報站器
】
早前 KMB 九巴專頁  提到報站服務，原來有唔少市民關心報站器嘅準繩度。其實視障朋友有時搭巴士都好擔心去唔到目的地，因為報站器會無聲或者唔準，就算唔瞓著都會落錯站，甚至有聽過成條路線都報錯，以為自己上錯車，真係超級慘豬。依家只靠車長同乘客成為我地嘅「人肉報站器」，但係我哋都想獨立地搭巴士，唔想成日麻煩到人。
如果視障朋友都遇過類似情況，可以幫手做下本會嘅巴士報站系統問卷，亦可以去@KMB 留言表達下意見，相信佢哋會聽到市民聲音而作出改善。 
問⋯⋯ 查看更多
31
31
3個回應
6次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Max Lam
要解決問題先要搵到問題嘅根源
讚好
 · 回覆 · 7星期
檢視另2則回應
"
85,HKBlindUnion," 曾在直播。
6月13日
  ·
歐國盃2020 D組 英格蘭 對 克羅地亞 下半場
半場比數0:0
繼續送俾大家現場實時體育口述影像
網台現已回復正常，大家都可以入去聽：https://jcspa.hk/
49
49
5個回應
4次分享
讚好
回應
分享
5個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
86,HKBlindUnion,"
  · 8:43
歡迎大家留言俾我地，傾波又得，傾下佢地兩位星級評述員又得:)
讚好
 · 回覆 · 7星期
1個回覆
檢視另3則回應"
87,HKBlindUnion," 曾在直播。
6月13日
  ·
歐國盃2020 D組 英格蘭 對 克羅地亞 下半場
半場比數0:0
繼續送俾大家現場實時體育口述影像
網台現已回復正常，大家都可以入去聽：https://jcspa.hk/
49
49
5個回應
4次分享
讚好
回應
分享
5個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
88,HKBlindUnion,"
  · 8:43
歡迎大家留言俾我地，傾波又得，傾下佢地兩位星級評述員又得:)
讚好
 · 回覆 · 7星期
1個回覆
檢視另3則回應
"
89,HKBlindUnion," 曾在直播。
6月13日
  ·
歐國盃2020 D組 英格蘭 對 克羅地亞 上半場
送俾大家現場實時體育口述影像
網台現已回復正常，大家都可以入去聽：https://jcspa.hk/
116
116
19個回應
11次分享
讚好
回應
分享
19個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
90,HKBlindUnion,"
  · 19:54
大家好，多謝大家對體育口述影像服務感興趣，本來我地透過網台直播，不過因為網絡問題，唔想大家失望，順手就響呢度live 俾大家睇，在此多謝德能兄同Keyman兄幫忙。呢對黃金組合今日居然響協進會故劍重逢，值得期待
7
讚好
 · 回覆 · 7星期
檢視另14則回應
"
91,HKBlindUnion,"
6月13日
  ·
陣間9點賽事有李德能及 Keyman為我哋進行口述影像旁述！
一陣下半場會繼續同大家Facebook Live 
網台已回復正常，大家可以入返去: https://www.jcspa.hk/
"
92,HKBlindUnion,"
6月11日
  ·
【賽馬會「開聲體」體育口述影像服務同大家一齊欣賞歐洲國家盃2020】
歐洲國家盃仲有幾日就開鑼喇，多謝 Now TV  嘅熱心支持，賽馬會「開聲體」體育口述影像服務將會透過我哋嘅網台：https://www.jcspa.hk/ 安排最少15場嘅歐洲國家盃賽事聲音直播，同大家一齊「開聲體」歐洲國家盃。
Now TV ⋯⋯ 查看更多
40
40
2個回應
5次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
作者
"
93,HKBlindUnion,"
準備就緒！
1
讚好
 · 回覆 · 7星期
查看另 1 則回應
"
94,HKBlindUnion,"
6月11日
  ·
【賽馬會「開聲體」體育口述影像服務同大家一齊欣賞歐洲國家盃2020】
歐洲國家盃仲有幾日就開鑼喇，多謝 Now TV  嘅熱心支持，賽馬會「開聲體」體育口述影像服務將會透過我哋嘅網台：https://www.jcspa.hk/ 安排最少15場嘅歐洲國家盃賽事聲音直播，同大家一齊「開聲體」歐洲國家盃。
Now TV 將提供比賽嘅環境聲音，再由我哋每場特別邀請嘅評述員實時評述賽事，透過佢哋嘅聲音為大家送上精彩嘅歐國盃賽事直播。如果你已經係我哋協進會嘅會員，你只需要使用你嘅會員編號同密碼就可以即時登入使用；如果你仲未係我哋嘅會員，或者你係對口述影像有濃厚興趣嘅公眾人士，歡迎你登記成為我哋嘅「Fans」，一齊透過我哋嘅網台緊貼歐洲國家盃啦。
同大家預告第一個星期嘅直播安排啦：
6月13日 21:00 英格蘭 對 克羅地亞 (D組)
6月16日 03:00 法國 對 德國 (F組)
6月18日 00:00 丹麥 對 比利時 (B組)
6月19日 21:00 匈牙利 對 法國  (F組)
6月20日 00:00 葡萄牙 對 德國  (F組)
賽馬會「開聲體」體育口述影像服務網台︰https://www.jcspa.hk/
#賽馬會開聲體體育口述影像服務 #香港賽馬會慈善信託基金 #香港失明人協進會 #JCSportsProgrammeswithAudiodescriptionService #體育口述影像 #HongKongBlindUnion #視障球迷 #視障人士 #口述影像 #歐洲國家盃 #EURO2020 #NowTV Now Sports
60
60
27次分享
讚好
回應
分享
1 個回應
⁠
回應……
請按 Enter 鍵發佈。
"
95,HKBlindUnion,"
6月10日
  ·
#讓數字說話 
感謝 眾新聞 對殘疾就業的關注!尤其注意到政府身為全港最大僱主，聘請殘疾公務員數字卻持續下跌，支持殘疾人士就業變成口號
//2005-06年度政府聘請的殘疾公務員數字，發現視障公務員的人數在過去15年持續下跌，跌幅近4成。在殘疾公務員中佔比最多的肢體傷殘公務員，15年間亦大跌35%。//⋯⋯ 查看更多
42
42
5個回應
19次分享
讚好
回應
分享
5個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
George Chan
唔好意思, 你或者對, 請借過. 謝謝!
讚好
 · 回覆 · 8星期
檢視另4則回應
"
96,HKBlindUnion,"
6月8日
  ·
【會員離世消息】
會員李文耀日前不幸因病與世長辭。文耀生前熱愛流行音樂，曾於本會服務中心組織音樂小組「同樂組」、「樂逍遙」及「The Jumpers」，擔任主音結他歌手，推動視障人士參與音樂活動不遺餘力。此外，文耀彈奏結他技術超凡，曾於2014年本會「協進同行50周年演唱會」當中為本地流行音樂組合C AllStar伴奏。對於佢嘅離世，本會仝人深感惋惜。
56
56
7個回應
1 次分享
讚好
回應
分享
7個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Julian Min Yope
RiP
讚好
 · 回覆 · 8星期
檢視另6則回應
"
97,HKBlindUnion,"
6月7日
  ·
謝謝眾新聞 報道！休Yau Café 將於7月開幕，全港首間結合按摩+咖啡的社企café，聘請視障按摩師及培訓視障咖啡師，希望大家多多支持
【疫下視障人士就業雪上加霜 　按摩師斥政府零支援】
https://bit.ly/3fZMScE
休Yau Cafe
6月7日
  ·
/ 休，我們的故事 \
謝謝眾新聞的報導，
讓更多人關注視障人士就業困難，
及休cafe 的源起故事。⋯⋯ 查看更多
87
87
2個回應
12次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Connie S Fong
加油！
讚好
 · 回覆 · 8星期
作者
"
98,HKBlindUnion,"
Connie S Fong 謝謝啊
讚好
 · 回覆 · 8星期"
99,HKBlindUnion,"
6月2日
  ·
【巴士報站系統意見調查
】
就巴士報站系統聲量不足及漏報情況，香港失明人協進會多次協助視障人士反映意見，亦在不同場合直接向各巴士公司及政府部門表達關注。可是，情況持續多年，問題亦未見改善
。
為讓巴士公司及政府部門正視問題，以及較全面掌握真實情況，本會現透過問卷調查，希望可全面地收集視障人士對於巴士報站系統的意見，向相關部門反映視障人士乘搭巴士的現況，務求減少視障人士乘搭巴士的障礙。
希望大家可幫忙轉發讓更多視障人士參與今次問卷調查!
問卷連結：https://forms.gle/tydkp9H7iBqEtxuK8
【無障礙設施】巴士報站系統不準兼細聲　視障乘客被玩殘常落錯車：
https://bit.ly/2S3ezb3
#香港失明人協進會 #HongKongBlindUnion #巴士報站系統  
=======================
 繼續支持協進會工作
https://www.hkbu.org.hk/tc/donation/one-time/index
||
Subscribe協進會YouTube Channel ||
https://bit.ly/3mHMDUJ
||
Follow 協進會IG||
https://bit.ly/2IRhVad
||
 香港失明人協進會 #平等 #機會 #獨立 ||
https://www.hkbu.org.hk/
22
22
3個回應
5次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Sau Kuem Wan
其實巴士到站後，可否播出巴士職號碼給在等待巴士的失明人士知道，我見深圳的巴士都有這個服務。
3
讚好
 · 回覆 · 9星期
你選擇了「最相關」，因此系統可能已剔除部分回覆。
作者
"
100,HKBlindUnion,"
Sau Kuem Wan 謝謝你意見
讚好
 · 回覆 · 8星期
檢視另 1 則回覆
"
101,HKBlindUnion,"
6月1日
  ·
[!!!!!!!!!!!!!!!!!!!!!!!!從來無想過反應會咁熱烈，先多謝大家嘅支持，由於報名人數遠超預期所想，我哋暫時截一截報名先（截至6月2日早上11時），等我哋處理好依家超過130位朋友嘅報名同訓練後，稍後再次邀請大家幫忙，如有其他查詢，可以inbox 同我地聯絡，感激!!!!!!!!!!!!!!!!!!!!!!!!!!!!]
【招募義工製作點字樂譜
】
視障人士學習音樂滿佈挑戰，因為缺乏點字樂譜，過去多靠記憶力背誦樂曲旋律和節奏，欠缺閱讀樂譜、熟悉曲目細部節奏的能力。你有冇諗過可以出一分力？
香港失明人協進會現正招募義工，負責把印刷版五線譜輸入電腦，務求提高轉譯時的準繩度，及加快做譜流程。
參加者要求︰
1. 具備五級或以上的樂理知識，懂讀低音及高音譜號的音符
2. 熟悉五線譜裡的每個細節，例如跳音、連音、大細聲等符號
3. 細心，有耐性，能確保資料無誤
4. 願意接觸最新科技，樂意透過網上資源自學操作軟件
我們將會舉辦一個培訓課程，教大家使用 MuseScore打譜，詳情如下：
日期：6月21日（星期一）
時間：晚上7時30分
地點：香港失明人協進會 – 賽馬會職業及教育資源中心
地址：香港九龍觀塘翠屏邨翠櫻樓地下13-20號
有興趣可按以下連結報名：
https://forms.gle/UgWJJRCmtMFedWXd6
如有疑問，歡迎致電 36151045 與職員聯絡。
 #香港失明人協進會 #HongKongBlindUnion #點字樂譜 #braillemusic
=======================
 繼續支持協進會工作
https://www.hkbu.org.hk/tc/donation/one-time/index
||  
Subscribe協進會YouTube Channel ||
https://bit.ly/3mHMDUJ
||  
Follow 協進會IG||
https://bit.ly/2IRhVad
||  
香港失明人協進會 #平等 #機會 #獨立 ||
https://www.hkbu.org.hk/
190
190
20個回應
231次分享
讚好
回應
分享
20個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Waifong Hui
暫停 GIF
1
讚好
 · 回覆 · 9星期
檢視另7則回應
"
102,HKBlindUnion,"
5月29日
  ·
賣旗最後直擊，感謝大家支持
辛苦晒各位，我哋會繼續努力
支持香港失明人協進會
轉數快(FPS)捐款︰ FPS ID︰ 3245701
Payme捐款︰https://paymeblindunion.hkbu.org.hk/
即時捐款︰https://bit.ly/34mHlWY
匯豐戶口︰511-529299-001
60
60
3個回應
3次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
葉振定
我哋中環區都係。都唔錯。大家辛苦了。
1
讚好
 · 回覆 · 9星期
作者
"
103,HKBlindUnion,"
葉振定 多謝你支持
讚好
 · 回覆 · 9星期
查看另 1 則回應
"
104,HKBlindUnion,"
5月29日
  ·
《看不見的Cooking Mama》
5月29日朝早11點半首播!
歡迎大家空肚收睇! #慎防咕咕聲太大！
「最重要是屋企人同朋友都食得開心!」⋯⋯ 查看更多
102
102
10個回應
24次分享
讚好
回應
分享
10個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
PS Lei
媽媽真係好叻呀，仲好幽默添
3
讚好
 · 回覆 · 9星期
你選擇了「最相關」，因此系統可能已剔除部分回覆。
"
105,HKBlindUnion,"
PS Lei 所有媽媽都係叻
讚好
 · 回覆 · 9星期
檢視另 1 則回覆
檢視另4則回應
"
106,HKBlindUnion,"
5月29日
  ·
放慢腳步聽聽音樂
《瞬間聽音樂》
5月29日朝早11點播出
努力編織自己夢想的人，最為有福。⋯⋯ 查看更多
43
43
1 個回應
8次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Fanny Hwang
讚好
 · 回覆 · 9星期"
107,HKBlindUnion,"
Ann Sau Ping Lee 多謝呀，Jess係有花心機鑽研吓
1
讚好
 · 回覆 · 9星期
檢視另2則回應
"
108,HKBlindUnion," 曾在直播。
5月29日
  ·
#賣旗直擊
支持香港失明人協進會
轉數快(FPS)捐款︰ FPS ID︰ 3245701
Payme捐款︰https://paymeblindunion.hkbu.org.hk/
即時捐款︰https://bit.ly/34mHlWY
匯豐戶口︰511-529299-001
55
55
5個回應
5次分享
讚好
回應
分享
5個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
109,HKBlindUnion,"
  · 0:46
支持香港失明人協進會
轉數快(FPS)捐款︰ FPS ID︰ 3245701
Payme捐款︰https://paymeblindunion.hkbu.org.hk/⋯⋯ 查看更多
19981.PAYMEBIZ.HSBC.COM.HK
PayMe from HSBC
PayMe from HSBC
1
讚好
 · 回覆 · 9星期
檢視另2則回應
"
110,HKBlindUnion,"
5月28日
  ·
聽日就係香港失明人協進會港島區賣旗日喇!當然唔少得會長 莊陳有 Chong Chan Yau 莊陳有 （Chong Chan Yau） 嘅呼籲!
希望聽日大家嚟買支旗，歡迎影相放上Facebook或IG tag 「#香港失明人協進會」或 「#HongKongBlindUnion」，有您哋支持，我哋可以有更多資源支援視障人士及其家庭。
聽日朝早9點左右，有 #賣旗直擊 (Facebook + IG同步直播)，另有 #特備節目(Facebook + YouTube同步播放)，無論實體或網上都希望見到大家!
5月29日，約定你
支持香港失明人協進會
轉數快(FPS)捐款︰ FPS ID︰ 3245701
Payme捐款︰https://paymeblindunion.hkbu.org.hk/
即時捐款︰https://bit.ly/34mHlWY
匯豐戶口︰511-529299-001
#5月29日港島區賣旗日 #香港失明人協進會 #HongKongBlindUnion #視障人士 #賣旗 #籌款  #莊陳有 
=======================
||  
Subscribe協進會YouTube Channel ||
https://bit.ly/3mHMDUJ
||  
Follow 協進會IG||
https://bit.ly/2IRhVad
||  
香港失明人協進會 #平等 #機會 #獨立 ||
https://www.hkbu.org.hk/
59
59
5個回應
6次分享
讚好
回應
分享
5個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Clara Cheng
辛苦你地！
1
讚好
 · 回覆 · 9星期
作者
"
111,HKBlindUnion,"
Clara Cheng 謝謝
讚好
 · 回覆 · 9星期
查看另 1 則回應
"
