,page,raw_data
10,chineseymcahk,"
7月12日 22:00
  ·
【YMCA信望愛 ‧ 和平日密室逃脫遊戲】
第
彈
IG密室逃脫遊戲
未聽過IG都可以玩逃脫？立即進入我地嘅ig page體驗啦！
https://www.instagram.com/globalcitizen_cymca/
解密成功後，仲可以喺頁面留言參加活動抽獎，羸得半價實體密室逃脫遊戲！
第
彈
實體密室逃脫遊戲
青年會和平日你知多少？快啲一齊組隊參加「謎•尋找和平的故事」密室逃脫活動，了解更多和平日和體會和平的重要啦！
活動詳情：
日期：2021年8月14至15日（六及日）
時間：10:00-21:00（每隊40分鐘遊玩時間和15分鐘解說時間）
地點：青年會專業書院（油麻地窩打老道23號地下）
費用：$120/組
對象：2-4人一組
青年組-12-24歲會友；
親子組-6-12歲兒童會友及其家庭 
 活動詳情/報名：https://bit.ly/PeaceDay_EscapeRoom
查詢：2705 2155
名額有限，欲報從速！
#YMCA #青年會 #愛和平 #密室逃脫 #PeaceDay
16
16
22次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
11,chineseymcahk,"
7月12日 18:00
  ·
【書展有禮】YMCA將於7月14日至20日書展期間，聯同教育出版社及AM730即場招募會友。只需親臨書展會場指定攤位，即場完成網上登記，就可以免費獲贈YMCA家庭會籍一年及超級福袋等禮遇。
你仲可以優先參加由YMCA與教育出版社於7月31日合辦之「童心『勉』疫有辦法」線上親子講座，由YMCA臨床心理學家余欣泉女士分享疫後如何重建生活模式及親子關係。
#YMCA #青年會 #書展 #入會 #禮物 #親子講座
13
13
7次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
12,chineseymcahk,"
7月9日 18:00
  ·
【多謝支持】「YMCA 120 與你關顧身心靈雙週」深受歡迎，喺一連兩星期嘅活動當中，參加者體驗運動伸展、深層肌肉鍛練、Zentangle、和諧粉彩、慢活‧慢食及明陣活動後，都希望參加更多「身、心、靈」活動！
繁忙嘅生活之中，每個人都需要讓自己好好休息，回應自己身體及內心嘅需要。透過YMCA R-Day嘅活動，放鬆自己，舒解壓力。想第一時間接收我哋嘅最新活動資訊？咁就要Follow YMCA facebook專頁及bookmark R-Day活動網址啦！
了解更多 www.ymca.org.hk/r-day⋯⋯ 查看更多
51
51
11次分享
讚好
回應
分享
2個回應
⁠
回應……
請按 Enter 鍵發佈。
"
13,chineseymcahk,"
7月8日 18:00
  ·
【青年脈搏】今期《青年脈搏》同大家分享Billie Eilish嘅故事，點解青年人咁喜歡佢嘅音樂？從Billie嘅故事，青年人又可以學到啲咩呢？
立即送上今期文章《成就Billie Eilish的傳奇人生》: https://cymca.hk/3hPmeCZ
青年脈搏: 一個屬於青少年的平台: 緊貼青少年議題和政策締造回應及發聲平台⋯⋯ 查看更多
14
14
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
14,chineseymcahk,"
7月7日 18:00
  ·
【運動友善計劃120慈善挑戰賽】計劃已經推出，我哋好高興邀請到狂舞派 #劉敬雯（奶茶）作為慈善運動大使，率先接受120挑戰！奶茶將會用120次舞蹈動作「Up and Lock」完成挑戰，等緊你呀！快啲報名參加，同奶茶一齊挑戰啦！
-------------------------------------------------------------------------------------------
個人挑戰賽活動詳情：
日期：2021年6月28日 至8月31日
名額：560人  (額滿即止)
參加者需以「120」為目標之運動挑戰，自行以攝錄、拍照、截圖等形式作紀錄。 
報名費用：壯年組: $200  ( 18  至  60  歲 ) / 特惠組: $120  ( 18歲 以下及  60歲 以上)
報名網址：https://forms.office.com/r/UFrYVAiqhY
*挑戰賽所籌得款項，將用作支持本會「愛．實現」基金，幫助弱勢社群實現夢想 !
查詢電話：2783 3380 (關先生) / 2783 3347 (楊先生)
查詢電郵：sport-friendly@ymca.org.hk
#YMCA #青年會 #運動友善計劃 #ymca120 #慈善挑戰賽 #愛實現
19
19
1 個回應
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
陳家傑
讚好
 · 回覆 · 1天
"
15,chineseymcahk,"
7月6日
  ·
【青年意見調查】配合YMCA 120周年會慶主題「服務社群百廿載，竭力承傳信望愛，身心靈需齊建立，善用科技創未來」，我哋將透過調查問卷了解「STEM教育與青年素質」嘅互為影響關係，探討兩岸四地香港、廣州、台灣及澳門青少年相關情況，以倡議積極推展合適嘅培育方式。
歡迎各香港中學或大專學生填寫問卷，凡第30, 60, 90, 120…位（如此類推）填妥問卷嘅參加者，將可獲贈HK$30 餐飲券，名額50個，截止日期為7月31日。
問卷連結：https://forms.office.com/r/eR1eUVqDsi
#YMCA #青年會 #STEM #問卷 #香港 #廣州 #澳門 #台灣
11
11
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
16,chineseymcahk,"
7月6日
  ·
【親子同樂】YMCA桌遊「家」多 FUN - 免費派發
YMCA家庭社會工作小組為鼓勵親子遊戲，特別設計「桌遊『家』多Fun」遊戲卡!遊戲以親子合作為目的，需各家庭成員合作達成指定嘅共同目標，輕鬆、好玩又剌激。遊戲令家人一起享受遊戲時間，增加親子樂趣。
由即日至7月31日，有興趣嘅家庭只需要透過以下網上表格進行登記，即可免費獲贈「桌遊『家』多Fun」乙份，每個家庭限領乙份。(數量有限，送完即止)。
有興趣嘅家庭亦可參與由本會安排嘅試玩日。 查詢請致電: 2781 1411 / 2778 2727
網上表格: https://cymca.hk/3qMObPM
#YMCA #青年會 #家好 #親子遊戲 #桌遊 #桌遊家多Fun
51
51
13個回應
14次分享
讚好
回應
分享
13個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Caroline Chow
適合年齡？
讚好
 · 回覆 · 4星期
作者
"
17,chineseymcahk,"
Caroline Chow 遊戲有三個玩法，最簡單嘅玩法適合4歲+；最難嘅玩法就適合8歲+
讚好
 · 回覆 · 4星期
檢視另4則回應
"
18,chineseymcahk,"
7月5日
  ·
【有你同行--DSE放榜】各位DSE考生今個月就放榜喇!。你哋準備好迎接放榜未呀?喺疫情下考生嘅壓力相信就更加大!
YMCA生涯規劃小組為考生提供支援服務，香港電台節目《有你同行》邀請左計劃項目經理Miranda，以及項目主任Samuel上節目分享考生壓力情況，同埋畀不同嘅TIPS同建議，陪家長和考生一同面對放榜嘅挑戰!
節目於上星期二播出，身為DSE學生嘅你，或是關心DSE考生嘅你，歡迎按以下連結重溫節目：
https://www.rthk.hk/....../standbyme_2011/episode/757294  【請點選: 第二部份 Part 2 (HKT 17:04 - 18:00)】
香港中華基督教青年會 DSE考生情緒支援熱線：
Whatsapp/call: 94337724 
服務日期: 7月10至8月15日 10 am-6 pm
#YMCA #青年會 #DSE #文憑試 #生涯規劃支援服務計劃 #ymca120 #香港電台 #有你同行
17
17
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
19,chineseymcahk,"
7月2日
  ·
【七彩繽紛迎暑假】Y-Care企業伙伴施羅德投資管理（香港）有限公司一眾企業義工與來自低收入家庭嘅兒童一齊扭氣球及製作萬花筒，開心迎接暑假來臨。企業義工先跟住 #藍田會所 導師學習扭氣球技巧，再化身成為扭氣球導師用心教導小朋友，大家都玩得好投入。唔只咁呀，企業義工仲預備咗書券及玩具送予小朋友。小朋友開心之餘，義工們亦覺得好滿足。
#YMCA #青年會 #YCare #CSR #ESG #企業社會責任 #義工 #Volunteer #Schroders #施羅德投資
12
12
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
20,chineseymcahk,"
6月30日
  ·
【走進社區】Y-Care企業金伙伴 恒生銀行 全力支持嘅「恒生-YMCA快樂『球』學計劃」，學員經過一輪氣球藝術訓練後，當然要一展身手啦！上星期六(6月26日)一眾來自賽馬會萬鈞毅智書院同佛教沈香林紀念中學嘅小學員就喺 #屯門 #VCity 舉行社區展示日，展示努力學習嘅成果。因應疫情關係，雖然取消咗派送即場製作嘅氣球公仔，但依然有氣球教學包派送讓你親自體驗。呢次寶貴嘅經驗，令學員更有自信、提升專注力，仲發掘到新興趣𠻹。
#YMCA #青年會 #YCare #恒生銀行 #快樂球學 #企業義工 #CSR #企業社會責任 #扭氣球 #氣球藝術
18
18
2次分享
讚好
回應
分享
1 個回應
⁠
回應……
請按 Enter 鍵發佈。"
21,chineseymcahk,"
6月28日
  ·
【運動友善計劃120慈善挑戰賽】今年喺香港中華基督教青年會（YMCA）成立120周年，YMCA運動友善計劃特意舉辦「運動友善計劃120慈善挑戰賽」，希望與大眾分享YMCA成立120週年嘅意義與喜悅，同時更希望藉此挑戰賽鼓勵大家恆常運動，保持身心健康。
現誠邀會友及全港大眾參與個人或團體挑戰賽，一同慶祝120周年會慶 ! 挑戰賽所籌得款項，將用作支持本會「愛．實現」基金，幫助弱勢社群實現夢想 !
立即報名：https://forms.office.com/r/eZC68EkPK3
大家可以在活動期間嘅任何時間、地方，隨時隨地參與挑戰 ! 經YMCA核實完成挑戰嘅參加者，每人可獲得挑戰賽獎牌及精美紀念品 !
活動詳情：
日期：2021年6月28日 至8月31日
名額：560人  (額滿即止)
參加者需以「120」為目標之運動挑戰，自行以攝錄、拍照、截圖等形式作紀錄。 
賽事：
 1.)  個人挑戰賽
報名費用：壯年組: $200  ( 18  至  60  歲 ) / 特惠組: $120  ( 18歲 以下及  60歲 以上)
2.) 團隊挑戰賽（適合企業或團體參加）
報名費用：每名參加者 $200 
期待你嘅參與！！
查詢電話：2783 3380 (關先生) / 2783 3347 (楊先生)
查詢電郵：sport-friendly@ymca.org.hk
#YMCA #青年會 #運動友善計劃 #ymca120 #慈善挑戰賽 #愛實現
9
9
13次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
22,chineseymcahk,"
6月25日
  ·
【親子‧心靈Staycation】YMCA #康怡會所 與 #灣景國際 The Harbourview, Hong Kong  為一家大細準備咗一個精彩週末Staycation！你除咗可以入住灣景國際客房，享用自助晚餐、早餐之外，仲有我哋精心設計嘅一連串親子活動，關顧身心靈需要。名額有限，快啲報名啦！
查詢：2886 2751 Jason
#YMCA #青年會 #Staycation #親子 #身心靈
香港中華基督教青年會 - 康怡會所 Chinese YMCA of Hong Kong - Kornhill Centre
6月22日
  ·
對上一次一家人去玩係幾時呢?
康怡會所誠邀你 來一趟親子「心靈STAYCATION」
兩日一夜酒店旅程,自助晚餐&早餐,一系列活動提升親子間相處的新鮮感!
也讓爸爸媽媽享受Me Time,同時也創造We Time回憶!
關顧你們身心靈需要!⋯⋯ 查看更多
11
11
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
23,chineseymcahk,"
6月24日
  ·
【青年脈搏】最新一篇《青年脈搏》於《am730》刊登左啦! 今期欄主會同大家一齊探討下，最近掀起熱話嘅電視節目《Error自肥企画》點解咁受年青人歡迎，節目又帶出咗咩嘅重要人生信息呢？
立即送上今期文章《致青年人︰願你能活出真我》: https://cymca.hk/3wODm1K
青年脈搏: 一個屬於青少年的平台: 緊貼青少年議題和政策締造回應及發聲平台
#YMCA #青年會 #青年脈搏 #青年文化 #Error自肥企画
12
12
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
24,chineseymcahk,"
6月23日
  ·
【YMCA信望愛 ‧ 和平日 IG密室逃脫遊戲】YMCA 世界公民 Be a Global Citizen Campaign  及 「愛﹒和平」行動 ﹣ A Culture of Peace Campaign  嘅IG正式開通，即刻為你送上「謎 ‧ 尋找和平的故事」線上密室逃脫遊戲，快啲follow呢個IG，玩吓遊戲，隨時接收最新活動資訊！
https://www.instagram.com/globalcitizen_cymca/
#YMCA #青年會 #世界公民 #愛和平行動 #PeaceDay
6
6
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
25,chineseymcahk,"
6月23日
  ·
一齊睇丫！
香港中華基督教青年會 - 賽馬會「喜動傳承」社區運動計劃 Mapperthon Sports Project 曾在直播。
6月23日
  ·
【足本播放．Mapperthon啟動禮】
香港中華基督教青年會- 賽馬會「喜動傳承」社區運動計劃啟動禮
Chinese YMCA of Hong Kong- Jockey Club Mapperthon Sports Project⋯⋯ 查看更多
11
11
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
26,chineseymcahk,"
6月21日
  ·
【YMCA關心孩子 推廣家庭和諧】YMCA家庭社會工作小組較早前進行一項問卷調查， 成功訪問近600位高小學生，了解佢哋同爸爸相處嘅情況。我哋尋日趁父親節大日子舉辦新聞發佈會，公佈調查結果同畀家長一啲親子Tips，吸引到唔少傳媒到場採訪。為大家送上發佈會情況。
以下是部分傳媒報導：
《東方日報》：https://cymca.hk/2SPlTYj
《晴報》：https://cymca.hk/3gF2anf
《有線新聞》：https://cymca.hk/2TNYyX5
爸爸們辛苦了！我哋建議爸爸為「子女的未來」打拼之餘，都要善用時間，爭取「此時此刻」嘅親子時光啊！
#YMCA #青年會 #家庭社會工作小組 #HereandNow #父親節 #東方日報 #晴報 #有線新聞
14
14
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
27,chineseymcahk,"
6月21日
  ·
【青小快報】上星期六一早，青年會小學合球隊師生及家長嚟到 #烏溪沙青年新村，參加「蕙歡盃K4合球邀請賽」。除咗參加比賽之外，最好玩嘅係球證及記錄台都交由學生負責。
合球（Korfball）係一種類似籃球嘅運動，比賽場地分為兩個半區，男女混合作賽。兩邊球場各有一個3.5公尺高嘅籃框，將球投入對方籃框即為得分。合球嘅特色係著重團隊精神，以合作方式將球投入籃框，減少個人之間作身體對抗。
疫情持續之下，可以喺咁好嘅場地及天氣之下盡情比賽，無論係家長或同學都玩得開心！青年會小學最後獲得冠軍
，高興之餘，更珍惜與其他隊伍嘅友誼
。
#YMCA #青年會 #青年會小學 #合球 #開心 #好玩 #冠軍
13
13
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
28,chineseymcahk,"
6月20日
  ·
【父親節快樂】今日係父親節，你同爸爸有咩深刻嘅回憶呢？有咩事令你好想同爸爸講句「謝謝，I Love You」呢？
「子孫為老人的冠冕．父親是兒女的榮耀。」 箴言 17：6
#YMCA #青年會 #父親節 #感恩
8
8
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
29,chineseymcahk,"
6月18日
  ·
【YMCA義工受訪】「甜蜜按摩手」以溫暖之手為長者送上關愛
一雙溫暖的手能夠為長者療癒身心、亦為長者送上甜蜜、溫暖和關愛。YM Volunteer推出「甜蜜按摩手」長者香薰按摩義工服務，成功招募一班義工接受香薰按摩培訓後，定期為長者提供服務。無論義工及長者都享受其中。
TVB翡翠台《快樂長門人》及香港電台《生活存關愛》，邀請負責呢個活動嘅YMCA柴灣長者鄰舍中心程序幹事鄒姑娘與及義工，於節目介紹「甜蜜按摩手」愛心服務，分享參與活動嘅感受和趣事。
記得mark低以下訪問播出時間：
TVB 81翡翠台《快樂長門人》：6月19日(星期六) 9am 
香港電台第5台AM783《生活存關愛》7月6日(星期二) 8:30pm
大家記得留意啦！
#YMCA #青年會 #甜蜜按摩手 #助人 #香港電台 #生活存關愛 #柴灣長者鄰舍中心 #快樂長門人
29
29
1 個回應
8次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Ying Leung Tse
服務傳情 長者受用 身心滿足
2
讚好
 · 回覆 · 7星期"
30,chineseymcahk,"
6月15日
  ·
【YMCA A-Z品格教室】「Kindness 恩慈」代表存憐憫之心，帶給別人恩惠，為別人做好事。一齊睇吓 中華基督教青年會葵涌幼稚園 #梁倩婉校長 嘅分享啦！
#YMCA #青年會 #品格教育 #ABC #親子 #家長 #Parenting #品格教育AtoZ #恩慈 #kindness
************************
想了解更多？即到以下網頁，下載品格圖卡，仲有相關解說、重要訊息、情景故事及聖經章節，協助家長教導子女學習各種品格！
https://www.ymca.org.hk/AtoZ
10
10
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
31,chineseymcahk,"
6月11日
  ·
【義工服務及培訓回顧】來自賽馬會「喜動傳承」社區運動計劃的金齡及青年運動義工學習融合科技運動項目及教授長者運動技巧後，到長者中心教授長者做運動。
#YMCA #青年會 #YMVolunteer #義工 #培訓 #運動
23
23
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
32,chineseymcahk,"
6月8日
  ·
【YMCA A-Z品格教室】 中華基督教青年會葵涌幼稚園 #梁倩婉校長 今日同大家分享「Joyfulness喜樂」，即刻去片睇吓啦！
#YMCA #青年會 #品格教育 #ABC #親子 #家長 #Parenting #品格教育AtoZ #喜樂 #Joyfulness
************************
想了解更多？即到以下網頁，下載品格圖卡，仲有相關解說、重要訊息、情景故事及聖經章節，協助家長教導子女學習各種品格！
https://www.ymca.org.hk/AtoZ
13
13
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
33,chineseymcahk,"
6月7日
  ·
【#恭喜】青年會小學六年級廖可韻同學於「第39屆港島青商展能學童獎學金」榮獲 「關懷融合學生獎」，以表揚以表揚廖同學幫助展能學生融入校園生活，對推動校內創建共融學習環境有積極作用。
此外，青小連續第3年於「Odyssey of the Mind 創意思維世界賽香港分區賽」中打入世界決賽，代表香港出賽。經過一輪激戰，在Problem 4 共24隊決賽隊伍中，排名世界第9名。
#YMCA #青年會 #青年會小學 #青小 #獲獎
19
19
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
34,chineseymcahk,"
6月4日
  ·
【一齊嚟做YM Volunteer】有好嘢當然要一齊分享！如果你係本會YM Volunteer義工，只要你喺指定時間成功推薦兩位親友登記，你同兩位親友都可分別獲得設計精美嘅主題布袋或襟章一個**，二揀其一，先到先得。
現有義工成功推薦兩位親友後，需在網上表格 http://cymca.hk/YMVolunteerReferral 填寫簡單資料，經本會確認後，將會有職員聯絡你領取紀念品；新義工可到就近的本會單位登記。事不宜遲，快啲向本會各單位了解一吓啦！
查詢：2783 3370
備註：本會登記義工必須成為本會會友
**一套四款的布袋以聯合國其中四個可持續發展目標為主題，包括
3 ─ 良好健康與福祉、
4 ─ 優質教育、
16 ─ 和平、正義與強大機構、
17 ─ 促進目標實現的伙伴關係（款式由職員隨機抽選）；
襟章則以「Be Young to Serve」做主題。
YM Volunteer鼓勵義工以上述主題為發展義工服務的方向，以年輕心境，保持活力，服務社會。
#YMCA #青年會 #YMVolunteer #義工 #Volunteer
+2
13
13
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
